user,group,device,ip,Login Time,timedelta to previous same user,timedelta to previous same group,timedelta to previous same device,timedelta to previous same ip,timedelta to previous same user-group,timedelta to previous same user-device,timedelta to previous same user-ip,timedelta to previous same group-device,timedelta to previous same group-ip,timedelta to previous same device-ip,timedelta to previous same user-group-device,timedelta to previous same user-group-ip,timedelta to previous same user-device-ip,timedelta to previous same group-device-ip
66,1,165,143,2023-01-23 01:38:44.255810028,45100.17,2364.3252,59783.812,45100.17,45100.17,59783.812,45100.17,59783.812,45100.17,59783.812,59783.812,45100.17,59783.812,59783.812
138,8,99,18,2023-01-23 02:10:31.752580944,5835.3545,4108.7266,5835.3545,5835.3545,5835.3545,5835.3545,5835.3545,5835.3545,5835.3545,5835.3545,5835.3545,5835.3545,5835.3545,5835.3545
137,8,48,117,2023-01-23 02:16:37.828349858,8724.177,366.07578,8724.177,8724.177,8724.177,8724.177,8724.177,8724.177,8724.177,8724.177,8724.177,8724.177,8724.177,8724.177
56,8,32,29,2023-01-23 02:24:42.597312441,10017.435,484.76895,10017.435,10017.435,10017.435,10017.435,10017.435,10017.435,10017.435,10017.435,10017.435,10017.435,10017.435,10017.435
126,8,11,111,2023-01-23 02:37:00.503703092,7238.7183,737.9064,37355.332,7238.7183,7238.7183,697247.0,7238.7183,85499.04,7238.7183,697247.0,697247.0,7238.7183,697247.0,697247.0
56,8,10,29,2023-01-23 02:39:50.083863491,907.4866,169.58015,23976.887,907.4866,907.4866,425023.28,907.4866,23976.887,907.4866,425023.28,425023.28,907.4866,425023.28,425023.28
76,8,128,43,2023-01-23 02:58:39.375850358,11152.202,1129.292,11152.202,11152.202,11152.202,11152.202,11152.202,11152.202,11152.202,11152.202,11152.202,11152.202,11152.202,11152.202
27,8,2,138,2023-01-23 03:18:15.802814593,10591.275,1176.427,36106.715,10591.275,10591.275,1067020.1,10591.275,120389.64,10591.275,1067020.1,1067020.1,10591.275,1067020.1,1067020.1
52,1,81,4,2023-01-23 03:31:27.740048531,11588.483,6763.4844,11588.483,11588.483,11588.483,11588.483,11588.483,11588.483,11588.483,11588.483,11588.483,11588.483,11588.483,11588.483
13,1,64,14,2023-01-23 03:40:31.193860611,84773.88,543.4538,29433.146,84773.88,84773.88,891766.7,84773.88,29433.146,84773.88,891766.7,891766.7,84773.88,891766.7,891766.7
126,8,169,111,2023-01-23 03:43:17.123791948,3976.62,1501.3209,41914.363,3976.62,3976.62,,3976.62,78780.21,3976.62,,,3976.62,,
56,8,32,29,2023-01-23 03:44:38.421778464,3888.338,81.29799,4795.8247,3888.338,3888.338,4795.8247,3888.338,4795.8247,3888.338,4795.8247,4795.8247,3888.338,4795.8247,4795.8247
31,1,44,47,2023-01-23 04:02:30.387573593,72983.09,1319.1937,31185.674,72983.09,72983.09,1564013.9,72983.09,95806.38,72983.09,1564013.9,1564013.9,72983.09,1564013.9,1564013.9
46,9,33,154,2023-01-23 04:10:25.232667989,12426.799,12426.799,80326.03,12426.799,12426.799,230268.16,12426.799,230268.16,12426.799,230268.16,230268.16,12426.799,230268.16,230268.16
31,1,115,47,2023-01-23 04:16:00.642968467,810.2554,810.2554,24376.008,810.2554,810.2554,660536.94,810.2554,74170.94,810.2554,660536.94,660536.94,810.2554,660536.94,660536.94
126,8,10,111,2023-01-23 04:28:27.660000142,2710.5361,2629.2383,6517.576,2710.5361,2710.5361,691634.7,2710.5361,6517.576,2710.5361,691634.7,691634.7,2710.5361,691634.7,691634.7
13,1,113,14,2023-01-23 04:55:34.293833345,4503.1,2373.651,15135.859,4503.1,4503.1,1624162.2,4503.1,383331.9,4503.1,1624162.2,1624162.2,4503.1,1624162.2,1624162.2
126,8,80,111,2023-01-23 05:13:15.804438307,2688.1445,2688.1445,123203.84,2688.1445,2688.1445,,2688.1445,219940.97,2688.1445,,,2688.1445,,
138,8,2,18,2023-01-23 05:15:23.371687111,11091.619,127.567245,7027.569,11091.619,11091.619,791894.44,11091.619,7027.569,11091.619,791894.44,791894.44,11091.619,791894.44,791894.44
31,1,120,47,2023-01-23 05:15:27.425808779,3566.783,1193.132,15367.495,3566.783,3566.783,77360.13,3566.783,15367.495,3566.783,77360.13,77360.13,3566.783,77360.13,77360.13
70,1,134,63,2023-01-23 05:22:35.652781115,15795.722,428.22696,17464.418,15795.722,15795.722,17464.418,15795.722,17464.418,15795.722,17464.418,17464.418,15795.722,17464.418,17464.418
27,8,10,138,2023-01-23 05:40:10.289529769,8514.486,1486.9178,4302.6294,8514.486,8514.486,588369.75,8514.486,4302.6294,8514.486,588369.75,588369.75,8514.486,588369.75,588369.75
100,7,155,108,2023-01-23 05:49:00.582521420,20769.742,20769.742,20769.742,20769.742,20769.742,20769.742,20769.742,20769.742,20769.742,20769.742,20769.742,20769.742,20769.742,20769.742
100,7,155,108,2023-01-23 06:22:53.246272655,2032.6637,2032.6637,2032.6637,2032.6637,2032.6637,2032.6637,2032.6637,2032.6637,2032.6637,2032.6637,2032.6637,2032.6637,2032.6637,2032.6637
47,10,111,70,2023-01-23 06:49:44.448387986,67360.586,48795.363,67360.586,67360.586,67360.586,67360.586,67360.586,67360.586,67360.586,67360.586,67360.586,67360.586,67360.586,67360.586
37,8,121,49,2023-01-23 07:35:48.587849987,24890.338,6938.2983,24890.338,24890.338,24890.338,24890.338,24890.338,24890.338,24890.338,24890.338,24890.338,24890.338,24890.338,24890.338
119,3,152,38,2023-01-23 07:46:40.470951336,156869.94,52792.258,169425.0,156869.94,156869.94,169425.0,156869.94,169425.0,156869.94,169425.0,169425.0,156869.94,169425.0,169425.0
126,8,115,111,2023-01-23 07:50:08.781544273,9412.978,860.19366,12848.139,9412.978,9412.978,37224.15,9412.978,37224.15,9412.978,37224.15,37224.15,9412.978,37224.15,37224.15
29,3,19,115,2023-01-23 07:51:25.514929704,65848.46,285.04398,83941.54,65848.46,65848.46,83941.54,65848.46,83941.54,65848.46,83941.54,83941.54,65848.46,83941.54,83941.54
82,1,114,65,2023-01-23 07:52:54.746482098,108649.74,9019.094,108649.74,108649.74,108649.74,108649.74,108649.74,108649.74,108649.74,108649.74,108649.74,108649.74,108649.74,108649.74
88,7,27,28,2023-01-23 07:58:33.734166919,102804.49,5740.488,102804.49,102804.49,102804.49,102804.49,102804.49,102804.49,102804.49,102804.49,102804.49,102804.49,102804.49,102804.49
132,10,126,39,2023-01-23 07:58:54.101314122,57482.953,4149.653,33213.367,57482.953,57482.953,83848.81,57482.953,83848.81,57482.953,83848.81,83848.81,57482.953,83848.81,83848.81
92,10,49,1,2023-01-23 07:59:30.995232978,82207.36,36.893917,81902.68,82207.36,82207.36,82207.36,82207.36,81902.68,82207.36,82207.36,82207.36,82207.36,82207.36,82207.36
4,10,61,139,2023-01-23 08:02:06.165582576,86307.88,155.17035,86307.88,86307.88,86307.88,86307.88,86307.88,86307.88,86307.88,86307.88,86307.88,86307.88,86307.88,86307.88
98,3,154,156,2023-01-23 08:03:44.965877436,64824.98,739.4509,64824.98,64824.98,64824.98,64824.98,64824.98,64824.98,64824.98,64824.98,64824.98,64824.98,64824.98,64824.98
39,10,83,131,2023-01-23 08:04:26.534040460,151222.8,140.36845,151222.8,151222.8,151222.8,151222.8,151222.8,151222.8,151222.8,151222.8,151222.8,151222.8,151222.8,151222.8
58,10,150,116,2023-01-23 08:04:35.007854960,74728.68,8.473815,67538.67,74728.68,74728.68,86107.625,74728.68,86107.625,74728.68,86107.625,86107.625,74728.68,86107.625,86107.625
78,10,143,55,2023-01-23 08:05:29.021435772,83875.12,54.01358,83875.12,83875.12,83875.12,83875.12,83875.12,83875.12,83875.12,83875.12,83875.12,83875.12,83875.12,83875.12
72,3,41,114,2023-01-23 08:06:28.265963436,75451.88,163.30008,75451.88,75451.88,75451.88,75451.88,75451.88,75451.88,75451.88,75451.88,75451.88,75451.88,75451.88,75451.88
105,3,138,42,2023-01-23 08:07:50.312594028,153592.12,82.04663,240325.3,153592.12,153592.12,240325.3,153592.12,240325.3,153592.12,240325.3,240325.3,153592.12,240325.3,240325.3
74,3,43,80,2023-01-23 08:08:27.245659692,64596.86,36.933067,75564.99,64596.86,64596.86,75564.99,64596.86,75564.99,64596.86,75564.99,75564.99,64596.86,75564.99,75564.99
38,5,50,129,2023-01-23 08:08:47.527861104,83372.75,83372.75,83372.75,83372.75,83372.75,83372.75,83372.75,83372.75,83372.75,83372.75,83372.75,83372.75,83372.75,83372.75
15,10,59,51,2023-01-23 08:08:57.515848944,59545.586,208.49442,85237.945,59545.586,59545.586,85237.945,59545.586,85237.945,59545.586,85237.945,85237.945,59545.586,85237.945,85237.945
54,3,123,98,2023-01-23 08:09:25.574208420,155812.53,58.32855,155812.53,155812.53,155812.53,155812.53,155812.53,155812.53,155812.53,155812.53,155812.53,155812.53,155812.53,155812.53
3,10,1,52,2023-01-23 08:09:49.338768354,70514.445,51.822918,70514.445,70514.445,70514.445,70514.445,70514.445,70514.445,70514.445,70514.445,70514.445,70514.445,70514.445,70514.445
143,10,28,142,2023-01-23 08:10:09.159020892,69398.33,19.820253,73089.36,69398.33,69398.33,84502.51,69398.33,73089.36,69398.33,84502.51,84502.51,69398.33,84502.51,84502.51
57,1,148,102,2023-01-23 08:10:48.739974312,86620.28,1073.9935,86620.28,86620.28,86620.28,86620.28,86620.28,86620.28,86620.28,86620.28,86620.28,86620.28,86620.28,86620.28
48,3,25,146,2023-01-23 08:11:00.756642612,170653.88,95.182434,149167.64,170653.88,170653.88,170653.88,170653.88,170653.88,170653.88,170653.88,170653.88,170653.88,170653.88,170653.88
136,10,135,151,2023-01-23 08:11:12.786367542,85180.95,63.627346,85180.95,85180.95,85180.95,85180.95,85180.95,85180.95,85180.95,85180.95,85180.95,85180.95,85180.95,85180.95
30,2,159,10,2023-01-23 08:11:38.700607680,61904.695,61904.695,76565.21,61904.695,61904.695,76565.21,61904.695,76565.21,61904.695,76565.21,76565.21,61904.695,76565.21,76565.21
35,8,157,109,2023-01-23 08:12:47.240447334,186813.56,1358.4589,190426.89,186813.56,186813.56,190426.89,186813.56,190426.89,186813.56,190426.89,190426.89,186813.56,190426.89,190426.89
106,3,141,125,2023-01-23 08:12:51.564157476,161178.94,110.80752,160776.44,161178.94,161178.94,161178.94,161178.94,161178.94,161178.94,161178.94,161178.94,161178.94,161178.94,161178.94
61,3,13,135,2023-01-23 08:13:01.698135852,155840.19,10.133979,58741.96,155840.19,155840.19,155840.19,155840.19,155840.19,155840.19,155840.19,155840.19,155840.19,155840.19,155840.19
101,10,36,12,2023-01-23 08:13:18.798140568,68599.7,126.01177,68599.7,68599.7,68599.7,68599.7,68599.7,68599.7,68599.7,68599.7,68599.7,68599.7,68599.7,68599.7
63,3,88,11,2023-01-23 08:13:25.768341864,68962.695,24.070206,68962.695,68962.695,68962.695,68962.695,68962.695,68962.695,68962.695,68962.695,68962.695,68962.695,68962.695,68962.695
130,10,92,121,2023-01-23 08:13:32.682063041,68189.86,13.883923,84446.02,68189.86,68189.86,84446.02,68189.86,84446.02,68189.86,84446.02,84446.02,68189.86,84446.02,84446.02
8,10,3,32,2023-01-23 08:13:43.825543974,65460.152,11.143481,71709.66,65460.152,65460.152,71709.66,65460.152,71709.66,65460.152,71709.66,71709.66,65460.152,71709.66,71709.66
139,10,94,136,2023-01-23 08:13:54.847578534,69528.56,11.022035,88076.984,69528.56,69528.56,88076.984,69528.56,88076.984,69528.56,88076.984,88076.984,69528.56,88076.984,88076.984
64,10,60,113,2023-01-23 08:14:36.151372734,63407.473,41.303795,86221.42,63407.473,63407.473,86221.42,63407.473,86221.42,63407.473,86221.42,86221.42,63407.473,86221.42,86221.42
87,3,26,105,2023-01-23 08:15:30.003588138,82369.77,124.235245,82369.77,82369.77,82369.77,82369.77,82369.77,82369.77,82369.77,82369.77,82369.77,82369.77,82369.77,82369.77
133,3,95,36,2023-01-23 08:15:53.369135706,54545.156,23.365547,54545.156,54545.156,54545.156,54545.156,54545.156,54545.156,54545.156,54545.156,54545.156,54545.156,54545.156,54545.156
123,1,78,126,2023-01-23 08:16:46.745833776,69915.42,358.00586,69915.42,69915.42,69915.42,69915.42,69915.42,69915.42,69915.42,69915.42,69915.42,69915.42,69915.42,69915.42
89,10,142,103,2023-01-23 08:17:13.408023558,66320.02,157.25665,81858.34,66320.02,66320.02,81858.34,66320.02,81858.34,66320.02,81858.34,81858.34,66320.02,81858.34,81858.34
21,8,146,27,2023-01-23 08:17:17.330053704,41826.77,270.0896,58390.793,41826.77,41826.77,58390.793,41826.77,58390.793,41826.77,58390.793,58390.793,41826.77,58390.793,58390.793
46,9,106,154,2023-01-23 08:20:25.088389494,14999.855,14999.855,173944.4,14999.855,14999.855,173944.4,14999.855,173944.4,14999.855,173944.4,173944.4,14999.855,173944.4,173944.4
128,3,93,107,2023-01-23 08:20:26.970940878,161759.14,273.6018,172480.08,161759.14,161759.14,172480.08,161759.14,172480.08,161759.14,172480.08,172480.08,161759.14,172480.08,172480.08
86,3,16,85,2023-01-23 08:20:52.066533083,67508.29,25.095592,43350.254,67508.29,67508.29,67508.29,67508.29,67508.29,67508.29,67508.29,67508.29,67508.29,67508.29,67508.29
90,10,139,87,2023-01-23 08:21:04.395984480,63804.316,230.98796,63804.316,63804.316,63804.316,63804.316,63804.316,63804.316,63804.316,63804.316,63804.316,63804.316,63804.316,63804.316
42,3,153,37,2023-01-23 08:21:26.200866918,58021.03,34.134335,80368.87,58021.03,58021.03,80368.87,58021.03,80368.87,58021.03,80368.87,80368.87,58021.03,80368.87,80368.87
18,10,74,81,2023-01-23 08:21:49.620531444,60120.46,45.22455,86985.73,60120.46,60120.46,86985.73,60120.46,86985.73,60120.46,86985.73,86985.73,60120.46,86985.73,86985.73
149,4,82,92,2023-01-23 08:22:49.986062166,61424.152,61401.867,84721.64,61424.152,61424.152,84721.64,61424.152,84721.64,61424.152,84721.64,84721.64,61424.152,84721.64,84721.64
110,1,107,99,2023-01-23 08:22:59.597921928,99183.33,372.85208,114343.14,99183.33,99183.33,114343.14,99183.33,114343.14,99183.33,114343.14,114343.14,99183.33,114343.14,114343.14
122,1,162,153,2023-01-23 08:23:24.383954958,49967.47,24.786034,49967.47,49967.47,49967.47,49967.47,49967.47,49967.47,49967.47,49967.47,49967.47,49967.47,49967.47,49967.47
112,3,40,71,2023-01-23 08:23:49.775817714,86947.945,143.57495,86947.945,86947.945,86947.945,86947.945,86947.945,86947.945,86947.945,86947.945,86947.945,86947.945,86947.945,86947.945
121,10,12,141,2023-01-23 08:24:12.012465936,87892.37,142.39194,87892.37,87892.37,87892.37,87892.37,87892.37,87892.37,87892.37,87892.37,87892.37,87892.37,87892.37,87892.37
97,2,72,120,2023-01-23 08:24:15.223269780,154790.69,756.52264,156857.86,154790.69,154790.69,156857.86,154790.69,156857.86,154790.69,156857.86,156857.86,154790.69,156857.86,156857.86
114,10,5,150,2023-01-23 08:27:53.629980564,74206.83,221.61751,86650.03,74206.83,74206.83,86650.03,74206.83,86650.03,74206.83,86650.03,86650.03,74206.83,86650.03,86650.03
55,10,6,96,2023-01-23 08:28:09.943644624,59007.184,16.313663,80359.15,59007.184,59007.184,80359.15,59007.184,80359.15,59007.184,80359.15,80359.15,59007.184,80359.15,80359.15
80,3,45,64,2023-01-23 08:28:52.639839042,314681.9,302.864,299534.28,314681.9,314681.9,324990.84,314681.9,324990.84,314681.9,324990.84,324990.84,314681.9,324990.84,324990.84
24,3,10,159,2023-01-23 08:30:29.706470542,74110.516,97.066635,10219.417,74110.516,74110.516,424251.78,74110.516,71099.04,74110.516,424251.78,424251.78,74110.516,424251.78,424251.78
69,3,51,83,2023-01-23 08:30:42.650688318,58790.2,12.944218,58790.2,58790.2,58790.2,58790.2,58790.2,58790.2,58790.2,58790.2,58790.2,58790.2,58790.2,58790.2
95,3,130,86,2023-01-23 08:31:13.337514438,65617.5,30.686827,86189.734,65617.5,65617.5,86189.734,65617.5,86189.734,65617.5,86189.734,86189.734,65617.5,86189.734,86189.734
7,10,87,130,2023-01-23 08:32:19.451678124,70011.18,249.50803,86751.09,70011.18,70011.18,86751.09,70011.18,86751.09,70011.18,86751.09,86751.09,70011.18,86751.09,86751.09
111,3,120,24,2023-01-23 08:32:46.560454842,63982.555,93.22294,11839.135,63982.555,63982.555,1450939.2,63982.555,67323.18,63982.555,1450939.2,1450939.2,63982.555,1450939.2,1450939.2
12,8,98,106,2023-01-23 08:32:53.043935136,94235.69,935.71387,47601.52,94235.69,94235.69,173495.31,94235.69,173495.31,94235.69,173495.31,173495.31,94235.69,173495.31,173495.31
14,10,77,123,2023-01-23 08:34:49.222795950,59620.71,149.77112,87308.58,59620.71,59620.71,87308.58,59620.71,87308.58,59620.71,87308.58,87308.58,59620.71,87308.58,87308.58
47,10,111,70,2023-01-23 08:35:02.098453014,6317.65,12.875657,6317.65,6317.65,6317.65,6317.65,6317.65,6317.65,6317.65,6317.65,6317.65,6317.65,6317.65,6317.65
32,1,170,147,2023-01-23 08:35:35.969021760,35415.234,731.5851,56162.64,35415.234,35415.234,56162.64,35415.234,56162.64,35415.234,56162.64,56162.64,35415.234,56162.64,56162.64
2,4,30,128,2023-01-23 08:35:59.663759574,63872.086,789.6777,63872.086,63872.086,63872.086,63872.086,63872.086,63872.086,63872.086,63872.086,63872.086,63872.086,63872.086,63872.086
45,3,163,57,2023-01-23 08:36:20.856331308,171298.78,214.29588,171298.78,171298.78,171298.78,171298.78,171298.78,171298.78,171298.78,171298.78,171298.78,171298.78,171298.78,171298.78
36,3,38,127,2023-01-23 08:37:13.200825618,78267.47,52.344494,84673.055,78267.47,78267.47,84673.055,78267.47,84673.055,78267.47,84673.055,84673.055,78267.47,84673.055,84673.055
99,6,73,157,2023-01-23 08:37:44.935061106,48585.645,44363.12,48585.645,48585.645,48585.645,48585.645,48585.645,48585.645,48585.645,48585.645,48585.645,48585.645,48585.645,48585.645
16,1,167,46,2023-01-23 08:37:45.679052532,42628.074,129.71004,42628.074,42628.074,42628.074,42628.074,42628.074,42628.074,42628.074,42628.074,42628.074,42628.074,42628.074,42628.074
44,10,35,90,2023-01-23 08:39:57.421767660,86721.46,295.3233,86721.46,86721.46,86721.46,86721.46,86721.46,86721.46,86721.46,86721.46,86721.46,86721.46,86721.46,86721.46
67,3,9,76,2023-01-23 08:40:17.222038338,86436.23,184.02121,86436.23,86436.23,86436.23,86436.23,86436.23,86436.23,86436.23,86436.23,86436.23,86436.23,86436.23,86436.23
62,3,52,144,2023-01-23 08:42:25.022262456,75793.086,127.800224,85761.8,75793.086,75793.086,85761.8,75793.086,85761.8,75793.086,85761.8,85761.8,75793.086,85761.8,85761.8
22,10,53,3,2023-01-23 08:42:57.560339076,81401.42,180.13857,81401.42,81401.42,81401.42,81401.42,81401.42,81401.42,81401.42,81401.42,81401.42,81401.42,81401.42,81401.42
6,3,65,69,2023-01-23 08:43:19.867707762,85914.96,54.845444,85914.96,85914.96,85914.96,85914.96,85914.96,85914.96,85914.96,85914.96,85914.96,85914.96,85914.96,85914.96
88,7,27,28,2023-01-23 08:44:23.305110438,2749.571,2749.571,2749.571,2749.571,2749.571,2749.571,2749.571,2749.571,2749.571,2749.571,2749.571,2749.571,2749.571,2749.571
40,3,18,88,2023-01-23 08:45:52.083530280,74111.734,152.21582,87222.43,74111.734,74111.734,87222.43,74111.734,87222.43,74111.734,87222.43,87222.43,74111.734,87222.43,87222.43
129,9,144,15,2023-01-23 08:46:25.939781556,69487.91,1560.8514,85813.69,69487.91,69487.91,85813.69,69487.91,85813.69,69487.91,85813.69,85813.69,69487.91,85813.69,85813.69
124,3,70,41,2023-01-23 08:47:55.017946578,69522.79,122.93442,57394.113,69522.79,69522.79,89942.82,69522.79,89942.82,69522.79,89942.82,89942.82,69522.79,89942.82,89942.82
148,10,17,19,2023-01-23 08:49:10.294430592,69250.516,372.7341,76388.81,69250.516,69250.516,87798.445,69250.516,87798.445,69250.516,87798.445,87798.445,69250.516,87798.445,87798.445
34,3,68,145,2023-01-23 08:50:07.099103418,68363.72,132.08116,74527.05,68363.72,68363.72,74527.05,68363.72,74527.05,68363.72,74527.05,74527.05,68363.72,74527.05,74527.05
140,8,104,74,2023-01-23 08:50:47.283659580,249230.44,1074.2397,249230.44,249230.44,249230.44,249230.44,249230.44,249230.44,249230.44,249230.44,249230.44,249230.44,249230.44,249230.44
93,2,91,72,2023-01-23 08:51:11.712054798,73498.086,1616.4888,73498.086,73498.086,73498.086,73498.086,73498.086,73498.086,73498.086,73498.086,73498.086,73498.086,73498.086,73498.086
50,3,31,17,2023-01-23 08:54:04.830845070,89118.6,237.73174,89118.6,89118.6,89118.6,89118.6,89118.6,89118.6,89118.6,89118.6,89118.6,89118.6,89118.6,89118.6
71,10,160,53,2023-01-23 08:55:34.495097952,89883.87,384.20065,70036.46,89883.87,89883.87,89883.87,89883.87,89883.87,89883.87,89883.87,89883.87,89883.87,89883.87,89883.87
5,3,140,5,2023-01-23 08:57:20.784047796,70704.445,195.9532,76126.125,70704.445,70704.445,76126.125,70704.445,76126.125,70704.445,76126.125,76126.125,70704.445,76126.125,76126.125
59,10,34,62,2023-01-23 08:58:40.209503118,56531.12,185.7144,75801.016,56531.12,56531.12,81897.07,56531.12,81897.07,56531.12,81897.07,81897.07,56531.12,81897.07,81897.07
142,8,11,89,2023-01-23 09:00:20.369262050,78159.81,573.08563,22999.865,78159.81,78159.81,,78159.81,22999.865,78159.81,,,78159.81,,
49,10,42,137,2023-01-23 09:01:09.983045088,68247.484,149.77354,66739.85,68247.484,68247.484,88591.414,68247.484,66739.85,68247.484,88591.414,88591.414,68247.484,88591.414,88591.414
93,2,125,72,2023-01-23 09:04:18.935285001,787.2232,787.2232,418127.1,787.2232,787.2232,,787.2232,1281467.1,787.2232,,,787.2232,,
103,3,110,48,2023-01-23 09:05:30.139604268,63931.875,489.35556,63931.875,63931.875,63931.875,63931.875,63931.875,63931.875,63931.875,63931.875,63931.875,63931.875,63931.875,63931.875
111,3,69,24,2023-01-23 09:06:09.231377652,2002.6709,39.091774,65985.23,2002.6709,2002.6709,65985.23,2002.6709,65985.23,2002.6709,65985.23,65985.23,2002.6709,65985.23,65985.23
116,3,119,20,2023-01-23 09:07:37.422581298,63557.387,88.1912,82098.9,63557.387,63557.387,82098.9,63557.387,82098.9,63557.387,82098.9,82098.9,63557.387,82098.9,82098.9
84,10,109,97,2023-01-23 09:09:24.267886272,60506.395,494.28485,69981.76,60506.395,60506.395,69981.76,60506.395,69981.76,60506.395,69981.76,69981.76,60506.395,69981.76,69981.76
41,3,76,132,2023-01-23 09:10:18.442946874,66621.32,161.02037,66621.32,66621.32,66621.32,66621.32,66621.32,66621.32,66621.32,66621.32,66621.32,66621.32,66621.32,66621.32
23,8,120,100,2023-01-23 09:11:01.814567824,108758.93,641.4453,2295.2542,108758.93,108758.93,658247.5,108758.93,47508.086,108758.93,658247.5,658247.5,108758.93,658247.5,658247.5
125,3,23,60,2023-01-23 09:12:12.690147654,71086.74,114.2472,76717.586,71086.74,71086.74,76717.586,71086.74,76717.586,71086.74,76717.586,76717.586,71086.74,76717.586,76717.586
104,7,151,44,2023-01-23 09:13:20.712317580,100033.85,1737.4072,117064.65,100033.85,100033.85,117064.65,100033.85,117064.65,100033.85,117064.65,117064.65,100033.85,117064.65,117064.65
141,6,100,34,2023-01-23 09:14:34.866020358,46573.05,2209.931,58978.32,46573.05,46573.05,58978.32,46573.05,58978.32,46573.05,58978.32,58978.32,46573.05,58978.32,58978.32
24,3,137,159,2023-01-23 09:15:16.397726016,2686.6912,183.70758,78674.88,2686.6912,2686.6912,177696.92,2686.6912,164942.94,2686.6912,177696.92,177696.92,2686.6912,177696.92,177696.92
135,9,84,112,2023-01-23 09:17:17.778990114,86210.17,1851.8392,86210.17,86210.17,86210.17,86210.17,86210.17,86210.17,86210.17,86210.17,86210.17,86210.17,86210.17,86210.17
98,3,111,156,2023-01-23 09:18:19.153969862,4474.188,182.75624,2597.0554,4474.188,4474.188,,4474.188,,4474.188,,,4474.188,,
73,10,164,101,2023-01-23 09:19:13.877742906,62387.72,589.60986,62387.72,62387.72,62387.72,62387.72,62387.72,62387.72,62387.72,62387.72,62387.72,62387.72,62387.72,62387.72
1,3,168,31,2023-01-23 09:20:21.401704497,71825.59,122.247734,71825.59,71825.59,71825.59,71825.59,71825.59,71825.59,71825.59,71825.59,71825.59,71825.59,71825.59,71825.59
145,3,105,40,2023-01-23 09:22:15.698779842,88868.83,114.29707,88868.83,88868.83,88868.83,88868.83,88868.83,88868.83,88868.83,88868.83,88868.83,88868.83,88868.83,88868.83
123,1,113,126,2023-01-23 09:23:02.263383858,3975.5176,2716.5842,16047.97,3975.5176,3975.5176,,3975.5176,16047.97,3975.5176,,,3975.5176,,
81,10,57,152,2023-01-23 09:23:19.706195742,73452.836,245.82845,73452.836,73452.836,73452.836,73452.836,73452.836,73452.836,73452.836,73452.836,73452.836,73452.836,73452.836,73452.836
69,3,51,83,2023-01-23 09:25:33.402301883,3290.7517,197.70352,3290.7517,3290.7517,3290.7517,3290.7517,3290.7517,3290.7517,3290.7517,3290.7517,3290.7517,3290.7517,3290.7517,3290.7517
98,3,126,156,2023-01-23 09:31:21.615410175,782.4614,348.2131,5547.514,782.4614,782.4614,,782.4614,339035.44,782.4614,,,782.4614,,
144,10,56,149,2023-01-23 09:34:46.070059440,60205.168,686.3639,73848.17,60205.168,60205.168,73848.17,60205.168,73848.17,60205.168,73848.17,73848.17,60205.168,73848.17,73848.17
1,3,168,31,2023-01-23 09:36:55.033234926,993.63153,333.41782,993.63153,993.63153,993.63153,993.63153,993.63153,993.63153,993.63153,993.63153,993.63153,993.63153,993.63153,993.63153
142,8,55,89,2023-01-23 09:39:25.284184044,2344.915,1703.4696,80504.73,2344.915,2344.915,80504.73,2344.915,80504.73,2344.915,80504.73,80504.73,2344.915,80504.73,80504.73
108,10,108,118,2023-01-23 09:49:47.502269100,70624.42,901.4322,88339.8,70624.42,70624.42,88339.8,70624.42,88339.8,70624.42,88339.8,88339.8,70624.42,88339.8,88339.8
17,3,128,124,2023-01-23 09:53:20.975046349,69738.41,985.94183,24881.6,69738.41,69738.41,,69738.41,78160.625,69738.41,,,69738.41,,
39,10,44,131,2023-01-23 09:59:24.982546417,6898.4487,577.4803,21414.596,6898.4487,6898.4487,,6898.4487,73465.2,6898.4487,,,6898.4487,,
129,9,33,15,2023-01-23 10:00:14.802481477,4428.863,2577.0234,20989.57,4428.863,4428.863,677383.0,4428.863,20989.57,4428.863,677383.0,677383.0,4428.863,677383.0,677383.0
12,8,113,106,2023-01-23 10:01:13.619943339,5300.576,1308.3358,2291.3564,5300.576,5300.576,389486.97,5300.576,48063.06,5300.576,389486.97,389486.97,5300.576,389486.97,389486.97
125,3,115,60,2023-01-23 10:01:34.947255392,2962.257,493.9722,7886.1655,2962.257,2962.257,74049.0,2962.257,66794.914,2962.257,74049.0,74049.0,2962.257,74049.0,74049.0
88,7,64,28,2023-01-23 10:04:32.280365007,4808.975,3071.568,23041.086,4808.975,4808.975,,4808.975,307003.2,4808.975,,,4808.975,,
102,3,41,67,2023-01-23 10:04:33.149392419,179107.97,178.20213,7084.8833,179107.97,179107.97,,179107.97,7084.8833,179107.97,,,179107.97,,
149,4,115,92,2023-01-23 10:12:57.423037625,6607.437,5817.7593,682.47577,6607.437,6607.437,382293.56,6607.437,73333.83,6607.437,382293.56,382293.56,6607.437,382293.56,382293.56
63,3,113,11,2023-01-23 10:17:19.670787989,7433.9023,766.5214,966.05084,7433.9023,7433.9023,1460657.9,7433.9023,70926.695,7433.9023,1460657.9,1460657.9,7433.9023,1460657.9,1460657.9
40,3,18,88,2023-01-23 10:19:46.273529950,5634.19,146.60274,5634.19,5634.19,5634.19,5634.19,5634.19,5634.19,5634.19,5634.19,5634.19,5634.19,5634.19,5634.19
